40	5463762	0	4	5	5
40	5463765	0	0	6	6
40	5463766	0	0	4	4
40	5463768	4	3	18	18
40	5463771	0	0	1	1
40	5463774	0	0	2	2
29	6396877	0	0	14	14
30	6459152	19	7	25	25
31	6736957	36	5	35	35
31	6736958	0	0	1	1
32	7176231	8	2	5	5
33	7176695	29	13	27	27
33	7176696	0	0	1	1
33	7176697	0	0	2	2
33	7176698	4	1	6	6
33	7176700	7	2	9	9
33	7176701	6	5	7	7
33	7176702	0	0	2	2
33	7176703	0	0	2	2
33	7176705	0	0	1	1
33	7176706	3	8	2	2
33	7176708	22	29	14	14
33	7176709	0	1	1	1
165	100827	51	8	57	57
165	100829	0	0	2	2
165	100833	0	0	10	10
165	100835	7	12	21	21
165	100837	18	3	15	15
166	1072196	208	14	167	167
167	1254068	1	1	1	1
167	1254069	9	23	24	24
167	1254070	0	1	2	2
168	1357988	160	22	105	105
168	1357989	0	0	10	10
169	1359156	40	6	33	33
170	1439732	1	9	2	2
173	1625660	20	7	31	31
173	1625661	0	0	1	1
309	54957	4	5	14	14
309	54959	3	5	9	9
309	54970	5	3	5	5
178	338564	46	23	55	55
178	338565	0	0	1	1
178	338572	0	0	1	1
174	441454	5	5	14	14
174	441455	0	0	1	1
175	641648	54	19	87	87
176	643101	8	8	15	15
176	643102	2	1	4	4
183	1346521	0	0	32	32
186	822244	30	19	45	45
186	822245	0	0	1	1
186	822246	0	0	2	2
186	822247	46	19	51	51
186	822248	8	4	12	12
186	822249	1	2	12	12
186	822250	6	1	10	10
186	822251	4	1	7	7
186	822252	0	0	1	1
186	822253	0	0	16	16
186	822254	0	0	1	1
186	822255	0	0	1	1
186	822257	28	4	29	29
186	822258	0	0	3	3
186	822260	49	6	34	34
186	822261	0	0	4	4
186	822263	52	3	51	51
186	822265	64	9	72	72
186	822266	4	1	3	3
186	822268	7	2	7	7
186	822269	0	0	2	2
186	822270	0	0	13	13
186	822271	0	0	5	5
186	822273	0	0	7	7
186	822274	0	0	1	1
186	822276	0	0	1	1
186	822278	0	0	8	8
186	822279	10	2	14	14
186	822280	10	1	12	12
186	822281	0	0	10	10
186	822282	0	0	1	1
186	822283	5	1	4	4
186	822284	0	0	9	9
186	822285	36	11	50	50
186	822286	0	0	1	1
186	822287	0	0	1	1
184	858529	4	1	7	7
310	127164	4	1	6	6
187	1529347	7	2	18	18
188	1703513	63	15	55	55
190	560027	21	2	25	25
190	560028	0	0	1	1
191	92526	4	4	9	9
191	92527	0	0	1	1
191	92529	3	3	8	8
191	92530	0	0	3	3
192	1015445	90	3	94	94
192	1015446	2	1	6	6
192	1015447	2	1	1	1
192	1015448	57	18	77	77
192	1015450	0	0	3	3
192	1015454	0	0	4	4
192	1015456	7	2	7	7
192	1015457	56	5	58	58
192	1015459	84	8	93	93
192	1015460	0	0	10	10
192	1015462	0	0	2	2
192	1015463	0	0	1	1
193	365921	26	7	35	35
194	365961	7	1	11	11
195	478161	13	6	23	23
199	310815	16	3	23	23
199	310818	1	1	5	5
199	310819	0	0	8	8
199	310820	0	0	7	7
199	310822	0	0	1	1
199	310823	0	0	2	2
196	1215511	124	10	172	172
200	902327	22	16	19	19
200	902328	2	3	2	2
41	9094	0	2	3	3
42	997719	21	10	123	123
42	997720	0	0	1	1
43	999355	33	11	62	62
44	1471803	90	8	94	94
45	2450352	72	15	69	69
45	2450353	0	0	2	2
46	3216888	0	0	24	24
47	3589565	0	0	19	19
48	4547358	4	2	4	4
48	4547359	92	28	93	93
57	4887441	27	6	25	25
57	4887443	14	2	20	20
57	4887446	0	0	1	1
57	4887449	0	0	7	7
57	4887452	0	0	1	1
57	4887453	18	1	16	16
59	5318975	20	7	29	29
59	5318978	0	0	5	5
59	5318983	0	0	1	1
59	5318987	0	3	1	1
49	5365872	6	1	17	17
202	925609	47	8	43	43
202	925610	36	6	43	43
316	10539	37	8	38	38
204	118410	24	5	28	28
204	118411	0	0	1	1
208	687437	65	16	58	58
208	687439	0	0	1	1
208	687440	36	3	22	22
206	1261392	10	5	10	10
206	1261393	0	0	1	1
209	536829	23	6	17	17
209	536832	32	9	25	25
209	536833	0	0	3	3
209	536836	61	17	66	66
209	536837	8	3	9	9
209	536838	10	9	10	10
209	536839	10	7	10	10
209	536840	6	1	8	8
209	536841	14	2	15	15
209	536844	0	0	2	2
209	536845	0	0	6	6
209	536848	0	0	2	2
209	536854	14	4	25	25
209	536857	22	2	26	26
209	536858	0	0	3	3
209	536859	41	21	36	36
209	536860	1	1	2	2
209	536861	11	3	9	9
209	536864	31	7	37	37
209	536865	0	0	14	14
209	536866	0	0	5	5
209	536867	0	0	12	12
209	536868	0	0	3	3
209	536869	0	0	12	12
209	536871	0	0	1	1
209	536872	0	0	2	2
209	536873	0	0	7	7
209	536874	29	12	30	30
209	536875	13	4	12	12
209	536876	10	1	7	7
209	536877	0	0	1	1
209	536878	0	0	3	3
209	536879	0	0	8	8
209	536880	0	0	2	2
209	536886	51	1	38	38
209	536889	54	17	37	37
209	536890	0	0	4	4
210	536936	40	14	36	36
210	536937	5	3	5	5
211	537013	23	2	18	18
211	537014	15	5	14	14
212	537068	32	9	23	23
212	537069	2	1	5	5
212	537070	3	1	6	6
212	537071	0	0	4	4
212	537072	5	3	10	10
212	537073	0	0	10	10
212	537074	0	0	2	2
212	537077	0	0	2	2
212	537078	0	0	5	5
212	537081	0	0	1	1
212	537082	2	1	6	6
212	537083	21	4	12	12
212	537084	19	8	24	24
212	537085	15	2	15	15
212	537086	0	0	5	5
212	537088	0	0	1	1
212	537089	0	0	2	2
212	537090	9	1	17	17
212	537091	0	0	10	10
212	537092	0	0	5	5
212	537093	0	0	9	9
212	537094	30	7	27	27
212	537095	70	12	60	60
212	537096	17	2	17	17
212	537097	0	0	6	6
212	537098	0	0	1	1
212	537100	0	0	4	4
212	537101	16	2	10	10
212	537102	21	1	21	21
212	537103	0	0	13	13
212	537104	0	0	4	4
212	537105	3	1	3	3
212	537107	0	0	4	4
212	537108	0	0	3	3
212	537109	0	0	3	3
212	537110	0	0	5	5
212	537113	18	3	17	17
212	537128	41	17	49	49
212	537129	0	0	12	12
213	537178	29	2	21	21
213	537179	0	0	2	2
213	537180	28	6	28	28
213	537181	0	0	10	10
213	537182	0	0	12	12
213	537183	41	2	26	26
213	537185	0	0	2	2
213	537186	0	0	3	3
213	537187	0	0	4	4
213	537188	42	11	38	38
213	537189	0	0	1	1
213	537190	25	4	38	38
213	537191	10	1	10	10
213	537192	0	0	3	3
213	537193	5	2	7	7
213	537194	0	0	4	4
213	537195	1	1	5	5
213	537196	52	7	41	41
213	537197	0	0	9	9
213	537198	0	0	3	3
213	537199	22	6	22	22
213	537200	0	0	13	13
214	538980	28	6	26	26
215	539145	65	25	76	76
215	539146	0	0	12	12
216	539210	13	4	21	21
216	539211	0	0	4	4
217	539240	42	7	33	33
218	539324	46	15	49	49
218	539325	0	0	3	3
219	539438	36	6	31	31
219	539439	0	0	1	1
219	539440	0	0	2	2
219	539441	10	3	8	8
219	539442	0	0	6	6
219	539443	21	3	20	20
219	539444	0	0	3	3
219	539445	0	0	3	3
219	539446	0	0	17	17
219	539447	22	1	26	26
219	539448	0	0	4	4
219	539449	0	0	6	6
219	539452	0	0	18	18
219	539453	0	0	17	17
219	539454	0	0	8	8
219	539455	0	0	3	3
219	539456	0	0	7	7
219	539457	0	0	11	11
219	539458	0	0	2	2
219	539459	0	0	5	5
219	539462	34	4	34	34
219	539464	0	0	7	7
219	539465	15	2	16	16
219	539466	13	3	19	19
219	539467	17	5	15	15
219	539468	0	0	4	4
219	539469	0	0	7	7
219	539470	0	0	2	2
219	539471	15	5	13	13
219	539472	0	0	3	3
219	539473	0	0	2	2
219	539474	0	0	1	1
219	539475	0	0	1	1
219	539476	23	4	16	16
219	539477	0	0	3	3
219	539478	13	5	15	15
219	539479	15	4	17	17
220	539516	32	5	28	28
220	539517	1	3	5	5
221	539596	41	9	24	24
221	539597	12	4	10	10
222	539678	17	9	13	13
222	539679	1	4	9	9
223	539726	71	4	58	58
223	539727	0	0	5	5
223	539730	46	6	51	51
223	539731	0	0	4	4
223	539732	36	10	28	28
223	539733	0	0	6	6
223	539737	0	0	12	12
223	539739	0	0	6	6
223	539740	12	5	12	12
223	539743	0	0	4	4
223	539745	0	0	6	6
223	539746	6	1	5	5
223	539747	28	3	25	25
223	539748	0	0	10	10
223	539749	11	2	11	11
223	539750	5	3	12	12
223	539751	0	0	6	6
223	539752	13	3	10	10
223	539753	0	0	10	10
223	539754	0	0	2	2
223	539755	0	0	1	1
223	539756	0	0	3	3
223	539757	0	0	8	8
223	539760	0	0	19	19
223	539761	0	0	10	10
223	539762	0	0	8	8
223	539765	0	0	7	7
223	539766	17	3	22	22
223	539767	0	0	2	2
223	539768	0	0	6	6
223	539770	0	0	7	7
223	539771	18	1	15	15
223	539772	0	0	1	1
223	539774	0	0	7	7
223	539775	0	0	4	4
223	539776	25	4	28	28
223	539777	0	0	14	14
223	539778	10	3	7	7
224	539834	32	6	24	24
224	539835	0	0	3	3
224	539836	0	0	4	4
224	539837	10	1	11	11
224	539838	0	0	4	4
224	539839	0	0	4	4
224	539840	26	5	20	20
224	539841	4	1	3	3
226	397185	7	4	13	13
227	521970	11	1	19	19
318	13474	97	8	83	83
318	13475	0	0	1	1
228	284727	149	53	183	183
319	12228	4	1	8	8
319	12230	7	1	6	6
319	12233	0	0	2	2
319	12239	0	0	1	1
60	758118	47	7	41	41
61	1867784	14	4	24	24
62	1975270	79	7	71	71
63	1980228	16	10	60	60
63	1980229	0	0	1	1
64	2801452	37	8	29	29
64	2801453	27	9	24	24
65	2801489	16	7	20	20
65	2801490	3	1	7	7
66	2801626	13	9	19	19
66	2801627	0	0	3	3
66	2801629	0	0	1	1
66	2801631	9	1	9	9
66	2801633	0	0	4	4
66	2801635	0	0	6	6
66	2801636	19	9	20	20
66	2801637	5	2	2	2
67	3826592	37	7	49	49
68	3969236	6	2	13	13
230	108411	44	5	114	114
231	853236	32	12	26	26
231	853237	110	19	96	96
233	993185	36	10	50	50
235	2295	12	4	17	17
235	2296	0	0	1	1
236	532908	6	2	8	8
71	2029708	34	4	22	22
71	2029709	8	1	5	5
72	2201433	4	9	28	28
72	2201434	0	0	4	4
73	2422844	35	1	33	33
74	4084882	56	10	51	51
75	4153905	25	11	30	30
75	4153906	20	4	14	14
76	4801295	38	2	44	44
76	4801297	0	0	1	1
76	4801303	0	0	4	4
76	4801305	0	0	1	1
76	4801307	0	0	5	5
76	4801312	2	2	5	5
77	4801447	0	0	1	1
77	4801452	0	0	1	1
77	4801456	0	0	1	1
77	4801468	0	0	1	1
78	4801512	0	1	5	5
78	4801515	0	0	1	1
79	4801548	0	1	1	1
79	4801562	0	0	1	1
79	4801570	0	0	5	5
79	4801573	0	0	4	4
79	4801574	0	0	1	1
79	4801588	0	0	1	1
79	4801599	0	0	2	2
79	4801600	0	0	1	1
79	4801602	0	0	1	1
80	4801715	0	0	3	3
80	4801716	2	1	5	5
81	4801856	1	1	1	1
81	4801862	0	0	1	1
81	4801863	0	0	2	2
81	4801865	0	0	1	1
81	4801867	0	0	2	2
81	4801874	3	1	4	4
81	4801876	0	0	5	5
245	603523	18	4	11	11
245	603524	7	1	4	4
245	603526	1	4	6	6
245	603527	0	0	3	3
245	603529	0	0	1	1
245	603533	0	0	1	1
245	603536	0	0	3	3
245	603537	0	0	1	1
239	874154	19	2	29	29
239	874155	0	0	12	12
240	874196	19	7	25	25
240	874198	6	1	5	5
240	874199	0	0	1	1
240	874201	3	1	5	5
240	874204	0	0	1	1
240	874205	0	0	1	1
240	874206	10	3	15	15
241	874239	21	8	18	18
241	874240	0	0	1	1
241	874241	0	0	3	3
241	874242	6	1	5	5
241	874245	1	2	2	2
241	874246	0	0	1	1
241	874247	5	11	5	5
241	874249	0	0	1	1
241	874251	5	8	1	1
241	874254	0	0	3	3
241	874255	9	1	6	6
241	874256	0	0	1	1
241	874258	0	1	1	1
241	874260	25	25	34	34
242	874301	10	9	13	13
242	874302	0	1	1	1
248	417512	28	7	22	22
248	417513	29	5	29	29
249	753587	23	5	24	24
249	753588	0	0	1	1
84	275973	10	1	5	5
85	321350	0	0	3	3
86	643060	38	15	28	28
87	906815	50	7	52	52
88	1231065	33	16	40	40
88	1231066	0	0	1	1
89	1513834	5	8	10	10
90	2159166	32	6	40	40
91	3524326	34	3	22	22
91	3524327	0	1	1	1
92	3598791	31	4	35	35
92	3598792	0	0	1	1
93	3730575	7	4	13	13
94	4178065	49	13	49	49
254	408577	180	66	181	181
254	408578	111	52	113	113
258	480998	0	0	1	1
259	507020	113	3	105	105
259	507021	0	0	1	1
260	508969	58	10	66	66
261	510860	27	5	23	23
262	575582	49	3	33	33
262	575583	0	0	15	15
264	451058	8	1	6	6
101	262250	78	5	59	59
103	712199	24	14	38	38
267	64011	0	0	1	1
268	75289	51	7	39	39
269	127040	13	2	13	13
269	127043	0	0	1	1
269	127045	0	0	1	1
269	127048	4	1	3	3
269	127050	4	3	7	7
269	127051	0	0	3	3
269	127054	17	1	20	20
269	127056	44	5	47	47
269	127058	0	0	9	9
270	215936	11	7	15	15
270	215937	0	1	1	1
107	467527	4	3	2	2
108	1024782	1	2	8	8
109	1647782	38	11	41	41
110	1729898	18	8	27	27
272	482362	50	11	49	49
275	236920	124	29	113	113
275	236921	33	4	27	27
275	236922	0	0	6	6
275	236923	0	0	7	7
275	236924	24	10	22	22
275	236925	1	2	2	2
275	236926	0	0	1	1
275	236928	32	1	20	20
275	236930	46	5	27	27
275	236931	0	0	2	2
275	236932	36	14	30	30
275	236933	0	0	6	6
275	236934	0	0	22	22
275	236935	23	2	16	16
275	236936	0	0	1	1
275	236937	24	1	14	14
275	236939	34	2	24	24
275	236941	0	0	2	2
275	236943	0	0	1	1
275	236945	0	0	9	9
275	236946	0	0	3	3
275	236949	0	0	3	3
275	236950	0	0	1	1
275	236951	10	1	7	7
275	236952	0	0	1	1
275	236954	0	0	3	3
275	236955	12	3	11	11
275	236956	0	0	7	7
275	236957	74	40	56	56
275	236958	19	6	31	31
275	236959	3	1	10	10
275	236960	0	0	3	3
275	236961	0	0	7	7
275	236962	0	0	5	5
275	236964	0	0	1	1
275	236965	0	0	2	2
275	236966	25	11	19	19
275	236967	4	1	3	3
275	236968	0	0	3	3
275	236969	17	1	14	14
275	236971	0	0	11	11
275	236972	0	0	3	3
275	236973	0	0	1	1
275	236974	32	5	23	23
275	236975	0	0	5	5
275	236976	0	0	1	1
275	236978	19	5	12	12
275	236979	0	0	2	2
275	236981	0	0	3	3
275	236982	0	0	3	3
275	236983	21	1	18	18
275	236985	0	0	5	5
275	236986	0	0	2	2
275	236988	0	0	3	3
275	236989	32	16	33	33
275	236990	19	7	18	18
275	236991	0	0	12	12
276	237030	23	10	29	29
276	237031	19	7	25	25
276	237032	10	2	12	12
276	237033	0	0	2	2
276	237034	5	1	5	5
276	237035	0	0	27	27
276	237036	0	0	1	1
276	237037	0	0	5	5
276	237038	0	0	2	2
276	237039	0	0	1	1
276	237040	0	0	3	3
276	237041	10	5	10	10
276	237042	0	0	2	2
276	237044	0	0	14	14
276	237046	11	2	15	15
276	237047	19	2	17	17
276	237048	0	0	1	1
276	237050	31	7	43	43
276	237051	1	2	2	2
276	237052	23	4	26	26
276	237053	0	0	1	1
